userName,score,content,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
Reza Pahlevi,2,Kenapa gak bisa chat driver??? Aplikasi apaan ini jd miskom terus..payah ini aplikasi👎👎👎👎👎👎,1,5.25.1,2025-07-26 21:06:27,"Hai Kak Reza, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2025-07-26 22:21:05
Arkand 83,1,"udah beberapa kali naik gojek...foto drivernya beda dg aplikasi...no polisi kendaraan jg beda, jadi takut naik gojek,jangan2 penjahat lagi nyamar",1,5.25.1,2025-07-26 21:05:37,"Hai Kak Arkand, mohon maaf atas ketidaknyamanannya. Jika kamu mendapatkan driver yang berbeda dari aplikasi, kamu bisa menceritakan lebih lanjut kronologinya melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver berbeda dari aplikasi"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Miko
",2025-07-26 22:18:54
Jati Negara,1,"selama pakai aplikasi ini,baru x ini kecewa.pesan makanan di tunggu sampai 1 jam,tiba2 orderan di batalkan dari aplikasi.",1,,2025-07-26 21:04:42,"Hai Kak Jati, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-07-26 22:15:38
Aliyah Tie,5,sangat membantu,0,5.24.2,2025-07-26 20:41:40,,
Bambang Fadma winata,5,ramah dan sopan,0,5.8.1,2025-07-26 20:35:34,,
Dodi Setiadi,4,baru pake,0,5.24.2,2025-07-26 20:32:51,,
MAMAN,5,"Untuk pelanggan GOJEK, mohon klo order GORIDE. jangan membatalkan orderan. driver sudah sampai di titik jemput, orderan di batalkan oleh pelanggan. kasian driver, dari titik driver berada ke titik pelanggan. driver itu menggunakan BENSIN dan TENAGA. kadang ada juga pelanggan ngorder, setelan driver di pertengahan jalan. orderan di batalkan oleh pelanggan.",0,5.25.1,2025-07-26 20:30:29,,
Heru Prasetio SABLON,2,"gojek gak mau merubah sistem yang memesan makanan kah, bisa 1 jam lebih driver belum dapat padahal banyak driver yang diem nunggu orderan, cobalah keluar cari tau dilapangan, pas laper nunggu makanan keterima driver 1 jam itu sudah lama banget looo",1,5.24.2,2025-07-26 20:10:56,"Mohon maaf atas kendalanya, Kak Heru. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2025-07-26 20:40:24
nifami yuza,5,mantaplah untuk kemudahan dalqm bertransaksi,0,,2025-07-26 20:10:48,,
Windy Ann,1,"order gofood sudah menunggu selama 1 jam tiba2 orderan dicancel dg alasan kesalahan jaringan, bahkan dihistory pemesanan jg tdk dimunculkan, anak2 saya sdh kelaparan menunggu orderan malah dibatalkan. pengalaman yg sangat mengecewakan.",4,5.24.2,2025-07-26 20:05:24,"Hai Kak Windy, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-07-26 20:38:08
Eva Fauziah,1,sya sll tepat waktu bayar gopay pinjam. knp skrg G bs pinjam lagi kecewa padhal bayar bener,1,5.24.2,2025-07-26 19:59:49,"Hai Kak Eva, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-25-207-1334-16177 di subjek email, ya. ^Miko",2025-07-26 20:34:54
Sri Andriani,5,👍,0,5.24.2,2025-07-26 19:23:57,,
Kanal Reviu dan Gagasan,1,di media sudah ramai diberitakan sejumlah merk beras oplosan dan di bawah standard. mengapa GO-MART masih menjajakan merk-merk tersebut? yuuk putus kemitraan buat distributor beras yg curang itu...,1,5.24.2,2025-07-26 18:54:12,"Hai Kak Kanal, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-07-26 20:26:01
Sagaypj 75,5,sangat membantu,0,5.24.2,2025-07-26 18:53:58,,
Warsa Stb,3,bagus si cuma minus nya knpa coba selalu tidak ada kembalian,0,5.24.2,2025-07-26 18:53:30,"Hai Kak Warsa, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Driver tidak memiliki uang kembalian"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-07-26 20:23:12
Maryam jamilah,3,banyak mobil XL. tapi pas datang ga XL. atau gocar comfort tp kayak yg biasa. suka ada driver ga sopan dan teriak2 ga jelas.,1,5.25.1,2025-07-26 18:52:25,"Hai Kak Maryam, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Mobil GoCar Comfort saya berbeda dari aplikasi"" pada kolom pencarian. ^Miko",2025-07-26 20:20:43
Nurdin Teha,5,ok,0,5.25.1,2025-07-26 18:41:26,,
Wigot Maryanis,5,mantap,0,5.24.2,2025-07-26 18:37:43,,
annovia kartika,5,Gojek selalu membantu tranfortasi,0,5.24.2,2025-07-26 18:31:02,,
freelance batam,5,sangat membantu,0,5.18.2,2025-07-26 18:30:01,,
joko andayani,5,enak dan nyaman,0,5.24.2,2025-07-26 18:26:09,,
Sila Tugusari,5,bgs pokny,0,5.24.2,2025-07-26 18:25:56,,
Mohammad Lutfi,5,tolong untuk usia motor di perhatikan ada yang motor jadul masih aja beroperasi takutnya membahayakan di jalan kalau tidak layak jalan,17,5.17.1,2025-07-26 18:09:07,,
Rifki Maulana,5,🔥🔥🔥,0,5.24.2,2025-07-26 18:02:31,,
Christian Andreas,5,cocok,0,5.24.2,2025-07-26 17:48:02,,
Y.Kristian Gaghaube,5,Cukup akurat dan membantu,0,5.24.2,2025-07-26 17:46:13,,
Muhammad Halla,1,setiap hari driver sering bngt dibatalin CS gara2 naro alamatnya kebalik. harusnya pas set alamat itu bikin verifikasi beberapa langkah supaya alamat gk kebalik trs. sampah bngt emang !,2,5.23.1,2025-07-26 17:17:44,"Hai Kak Halla, mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Miko",2025-07-26 20:05:22
Margini Gini,4,baik,0,5.24.2,2025-07-26 17:14:09,,
sukhoi khoi,5,"nahh gth dong semakin di perbarui semakin lancar jangan mengecewakan pemakai apk ,God job 👍🏽😉",0,5.24.2,2025-07-26 17:05:02,,
Kharisma Bahraisy,1,"15 jam gak dikasih order, buat laporan gak direspon, reguler anyep, yg di slotin lancar, cuma di apk pelanggan aja nih yang di respon",2,5.23.1,2025-07-26 17:04:40,"Hai Kak Kharisma, mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Miko",2025-07-26 19:52:49
Ana Asbana,5,oke,0,5.20.1,2025-07-26 17:03:56,,
Hesti Lestarii,5,good,0,5.24.2,2025-07-26 17:02:25,,
Nena Sri Junia,4,aku suka apl ini,0,5.24.2,2025-07-26 16:52:13,,
ahmad naufal,5,ok sihhh,0,5.24.2,2025-07-26 16:44:59,,
Sindy Azzahra,4,bagusssssss,0,5.24.2,2025-07-26 16:35:43,,
Veryns Sinovil,5,Good aplikasi,0,5.24.2,2025-07-26 16:08:06,,
nur rachmat,5,driver ramah,0,5.24.2,2025-07-26 15:55:29,,
Bang R,5,ok,0,5.14.2,2025-07-26 15:53:23,,
Tri Astutik,5,sangat nyaman aman dn tepat wakru penjemputan serta ramah driver y,0,5.24.2,2025-07-26 15:49:12,,
Sugito Gito,1,"ongkosnya mahal amat pak , udah pake gojek g dapat ini promo antar makanannya buat saya buat driver kasih lah promo setiap beli makanan di gofood...",8,5.25.1,2025-07-26 15:47:51,"Mohon maaf atas ketidaknyamanannya, Kak Sugito. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Miko",2025-07-26 16:49:20
Sujarwadi,5,Alhamdulillaah. mohon maaf admin. mau tanya. ada pilihan untuk driver perempuan ga ya di aplikasi ini?,0,5.19.2,2025-07-26 15:26:48,,
joko Waluyo,5,bagus,0,5.24.2,2025-07-26 15:19:18,,
Dave 88,1,"lama sekali, komplain gofood respon tidak ada kelanjutan... mending beralih ke sebelah 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",2,,2025-07-26 15:18:47,"Hai Kak Dave, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-207-0942-31413 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2025-07-26 16:42:46
Ali Zikri,5,sangatlah membantu,0,,2025-07-26 15:18:44,,
Rahmat Aditya,1,Belum lihat harga argonya berapa kok sudah otomatis pesan driver... Masih di setting alamat tujuan kok udah otomatis pesan.. aplikasi aneh,101,5.25.1,2025-07-26 15:06:02,"Hai Kak Rahmat, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Melaporkan transaksi yang tidak dikenal"" di kolom pencarian > isi form yang ada di artikel. Kami akan membantumu. ^Miko
",2025-07-26 16:33:47
rick cikrak,5,Alhamdulillah pelayanan sudah kembali fast respon . Terimakasih banyak atas bantuannya. Selalu fast respon dimana pun customer berada.,3,5.25.1,2025-07-26 14:57:44,"Hai Kak Cikrak, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-04-28 15:21:14
Angga Dwi,1,"login pake email kek, login cuman pake nomor.. klo nomer lgi gaada gimana.. mikirrrrr",2,5.25.1,2025-07-26 14:54:29,"Hai Kak Angga, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-07-26 16:28:56
Sahat B Sihombing,5,luar biasa,0,5.24.2,2025-07-26 14:45:15,,
Dewi Astuti,5,top,0,,2025-07-26 14:31:36,,
sales. rapiteknikgowima,5,sangat membantu,0,5.24.2,2025-07-26 14:30:26,,
IIP NURSEHA,1,sudah direpotin buat² surat pernyataan sampe beli materai dan ujung²nya ditolak lantas buat apa itu semua c0 k,1,5.25.1,2025-07-26 14:19:50,"Hai Kak Nurseha, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhan yang kakak alami, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek lebih lanjut ya. ^Miko",2025-07-26 16:26:04
nursholecha 1981,4,ok,0,,2025-07-26 14:01:53,,
Ratna Gani,5,terimakasih,0,5.25.1,2025-07-26 13:47:00,,
Dewi Tri Usari,5,seneng bisa pkai gojek lagi. tapi utk food biarpun pkai yg hemat dptnya msh lebih mahal dr aplikasi ijo sebelah. jgn mhl2 ongkirnya,98,5.24.2,2025-07-26 13:34:45,,
Echa Elfinsa,1,ntah kenapa setelah update ke lag terus,0,5.24.2,2025-07-26 13:31:53,"Hai Kak Echa, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Melisa",2025-07-26 14:09:34
sutarmin prasetyo,5,mudah dan cepat,0,5.24.2,2025-07-26 13:16:34,,
Bunda Nurlisa,5,mantap,0,5.24.2,2025-07-26 13:10:12,,
Jefri Firmansyah,5,good,0,5.25.1,2025-07-26 13:06:42,,
Priska Novalia,1,"sumpah ya gojek makin kesini makin ga bgt. udh lah sorry to say gw uninstall abis ini. setiap beli makan dimintain parkir padahal di grab ga gt. terus kl kita nanya pasti lgsg di cancel, ujung²nya jadi lama padahal pake nya bukan hemat. tau gt pake grab aja beda 1k-2k doang. makasih ya gojek 👍",3,5.24.2,2025-07-26 12:58:22,"Hai Kak Priska, mohon maaf atas ketidaknyamanannya. Jika driver meminta pembayaran lebih di luar harga akhir, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver saya meminta pembayaran lebih"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Melisa",2025-07-26 13:07:55
Dede Juliansyah,5,mantap,0,,2025-07-26 12:48:00,,
ruligamaruli,5,Aplikasi ini sangat membantu untuk kaum mageran seperti saya hhaa,0,5.24.2,2025-07-26 12:46:27,,
elisyeni rohaeni,5,menyenangkan,0,,2025-07-26 12:44:06,,
Mario Rinaldo,2,chat le driver dan telpon ke driver suka masuk. sekalinya bisa ditelpon hanya 10detik. setelah itu seperti orang bodoh halo halo sendiri.,1,5.24.2,2025-07-26 12:37:50,"Hai Kak Mario, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Melisa",2025-07-26 13:04:37
Akmal cantik,2,"aku dh lama langganan di gojek,tpi baru kali ini dibikin kesel karena pesanan yg baru satu detik masuk langsung dikonfirmasi tanpa ada timer ingin membatalkan biasanya ada ini ga ada.makanan seharga 80 rb cm dapet 1 biji karena kepencet ga bisa dibatalkan pdhl biasa nya ada timer untk cancel",30,5.25.1,2025-07-26 12:25:16,"Hai Kak Akmal, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Saya perlu membatalkan pesanan"" pada kolom pencarian ya. ^Melisa",2025-07-26 12:40:02
Saya adalah Seorang Ibu,1,"driver nya banyak yg ngeselin, terutama go car, dijalan ngeluh terus, ac rata² mati,bawa mobilnya juga ugal²an",0,5.14.2,2025-07-26 12:19:52,"Hai Kak, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membahayakan saya saat mengemudi"" pada kolom pencarian ya. ^Melisa",2025-07-26 12:38:09
Nk Collection (Nk),1,gojek ini tarif semakin mahal. bnyak la biaya penanganan aplikasi. tp tidak sesuai dgn jaminan tepat waktu. bnyak la lambat nya. lama2 beralih juga ke aplikasi lain.,2,5.24.2,2025-07-26 12:17:46,"Hai Kak @Nk, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian ya. ^Melisa",2025-07-26 12:36:15
Novia Dara Carrisa,1,PERCUMA PERUSAHAAAN GEDE GAPUNYA LIVE CS AGENTTT TOLLLLLL,0,5.24.2,2025-07-26 12:01:03,"Hai Kak Novia, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika masih berkendala, silakan laporkan ke email customerservice@gojek.com dengan kode psr-25-207-0533-33614 di subject email. Kami tunggu detail laporan kamu ya. ^Melisa",2025-07-26 12:33:45
Miftakhul Makhin,5,mantap sayank,0,5.25.1,2025-07-26 11:50:35,,
Yayan Jayabattery,5,sangat membantu keseharian,0,5.25.1,2025-07-26 11:41:22,,
Rim Mah,1,aplikasi eror terus dari kemarin jadinya ga bisa di gunakan heh,1,5.24.2,2025-07-26 11:39:02,"Hai Kak Rimah, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Melisa",2025-07-26 12:07:13
Samrain Malaka,5,cepat dan tepat,3,5.24.2,2025-07-26 11:25:55,,
Alex Bro,5,good,0,5.24.2,2025-07-26 11:10:50,,
Rolis Diyanto,5,ok,0,5.23.1,2025-07-26 10:55:18,,
Hamja ام حلوة و عمر,5,bagus sih.. tp bisa jgn terlalu mahal biaya transportnya ..,0,5.20.1,2025-07-26 10:42:42,,
Titin Mariana,1,"Tidak bisa membatalkan pesanan dr driver, pembeli, resto sama dr gojeknya",0,5.20.1,2025-07-26 10:08:16,"Hai Kak Titin, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Saya perlu membatalkan pesanan"" pada kolom pencarian ya. ^Melisa",2025-07-26 11:37:46
Aldi Mujawid,5,sangat membantu,0,5.24.2,2025-07-26 09:55:41,,
Sony Nopan Pratama,5,terima kasih,0,5.24.2,2025-07-26 09:42:58,,
Suryads,5,sngt membantu skli,0,,2025-07-26 09:32:40,,
Sintaa Audinaa06,5,sangat membantu,0,5.21.1,2025-07-26 09:12:16,,
Indradi Dwi,5,driver ramah sopan. mengemudi dgn baik 👍🏻👍🏻👍🏻,0,5.24.2,2025-07-26 09:09:31,,
Muhammad Qadarusman,5,"mantap sy senang memakai aplikasi Gojek, semoga tetap berkembang tambah baik lagi",1,5.24.2,2025-07-26 09:04:56,,
indika Pro,5,mantap,0,5.21.1,2025-07-26 08:50:54,,
Pressaliyah Azzahra09,3,"tidak bisa dapat driver gocar atau gosend car, selalu jauh dan banyak alasan padahal lokasi saya di pusat kota, setelah dapat driver dekat mala cepat di cencel oleh driver itu sendiri",0,5.25.1,2025-07-26 08:50:04,"Mohon maaf ya, Kak Pressaliyah. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-07-25 18:07:30
Heru Putra13,5,keren sih,0,5.24.2,2025-07-26 08:33:16,,
epep yy,5,gg gojeknya sampai tepat waktu,0,5.24.2,2025-07-26 08:07:12,,
Lukman Al Hakim,5,terimakasih,0,5.25.1,2025-07-26 07:59:12,,
Khaldavi Ardana Rizki Putra,1,Denah Lokasi Yang Dicantumkan Sering Tidak Tepat walaupun dicoba berkali kali Dan Juga Sering Mendapatkan Driver Yang Sangat jauh,0,5.25.1,2025-07-26 07:56:01,"Hai, Kak Khaldavi. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Miko",2024-09-02 11:32:41
Arya Whnaptra,3,apk nya lambat bet dah padahal jaringan lumayan bagus,0,5.23.1,2025-07-26 07:54:24,"Hai Kak Arya, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Melisa",2025-07-26 08:06:52
Yekti Harsono,5,keren,0,5.24.2,2025-07-26 07:49:53,,
Khalisa Imam77,5,ramah,0,5.22.2,2025-07-26 07:48:23,,
Alex Siswanto,5,perfect,0,5.24.2,2025-07-26 07:37:52,,
Endric Jc,5,happy pastinya pakai aplikasi gojek,0,5.21.1,2025-07-26 07:34:47,,
Rizki Setiawan,3,tiga dulu karna belum bisa menggunakan paylater,0,5.18.2,2025-07-26 07:30:10,"Hai Kak Rizki, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-207-0105-10949 di subjek email, ya. ^Melisa",2025-07-26 08:05:19
Adi wibowo,5,ok bnget,0,5.24.2,2025-07-26 07:26:47,,
Shieen Sharief,5,tidak ada bosannya dan memuaskan pelanggan,0,,2025-07-26 07:12:51,,
buxtony Arbyto,4,"perjalanan aman, sikap pengemudi sopan",0,5.25.1,2025-07-26 06:54:02,,
petri maiyuza,5,okeee,0,5.25.1,2025-07-26 06:43:30,,
eloire cake:3,4,"terkadang driver melakukan sesuatu yg diluar protokol gojek seperti memberi pesanan tanpa mengabarkan kalau pesanan sudah di antar,kadang juga mengcancel pelamggan secara tiba""",0,5.24.2,2025-07-26 06:01:45,,
Ruddy Erishaputra,5,best,0,4.93.1,2025-07-26 05:52:18,,
Pantri Aji,5,ok,0,5.24.2,2025-07-26 04:26:46,,
Calvin Johanes,5,mantappppp,0,,2025-07-26 04:02:34,,
Igun Gunadi,5,selalu ada pas lagi di butuhkan pelayanan mantap tingkatkan terus ya good Luck,1,5.24.2,2025-07-26 03:59:25,,
Ahmad Adhidharma Husein,5,"Mudah dan sangat praktis penggunaannya,semoga semakin maju.",2,5.24.2,2025-07-26 01:26:08,,
yoedy satrio Utomo,5,nice,0,5.21.1,2025-07-25 23:46:18,,
Murniati Murniati,5,terbaiiikkk 🤍🤍🤍🤍,0,,2025-07-25 23:28:46,,
wati vey,2,"dari saya bintang dua ya, soalnya suka bermasalah sama sinyal, harus bener bener kuat banget sinyal nya baru bisa,klw sinyal lup lep kacau, tapi saya coba aplikasi lain bisa ko",0,,2025-07-25 22:45:21,"Hai Kak Wati, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Maura",2025-07-25 23:06:27
Niar Shafarina,2,lemottt banget ya allah,0,5.25.1,2025-07-25 22:40:24,"Hai Kak Niar, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Maura",2025-07-25 23:01:29
Syamsul Arifin,5,sangat membantu dikala dalam keadaan darurat,0,5.14.2,2025-07-25 22:35:01,,
Willy Herman,1,promo buat pengguna. tapi merugikan mitra dengan potongan besar dengan tarif yang ga ngotak,0,,2025-07-25 22:19:29,"Hai Kak Willy, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Maura",2025-07-25 22:31:34
Cindy Cindy,5,sangat membantu,0,5.24.2,2025-07-25 22:08:19,,
khoiriyah siti,1,"sangat kecewa dengan sistem gojek yg punya sekarang soalnya saya dari tadi udh ke pusat bantuan buat batalkan pesanan gofood malahan gak di respon², udh gitu bayar cash segala saya nya.. ANEHH SI GOJEK",0,,2025-07-25 21:48:17,"Hai Kak Khoiriyah, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-100-0637-13145 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Maura",2025-04-10 13:37:20
Micha Manurung,5,Mantap,0,5.24.2,2025-07-25 21:38:14,,
Niken Triana,1,setelah di update sekarang di klik malah suka hang ga mau berubah,0,5.24.2,2025-07-25 21:29:26,"Hai Kak Niken, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Maura",2025-07-25 21:52:05
Syam Sudin,5,lebih mudah,0,,2025-07-25 21:08:39,,
"Emmy Robiyah,SE",5,untung ada gojek,0,,2025-07-25 20:54:00,,
Fredi Andriadi,5,sangat memudahkan aktivitas sehari-hari,0,5.24.2,2025-07-25 20:53:42,,
Hasan Romadon,1,sekarang app nya berasa lemot banget,0,5.24.2,2025-07-25 20:50:34,"Hai Kak Hasan, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Maura",2025-07-25 21:45:20
H,1,"Aplikasi jelek, CS susah banget di reach out karena mesti pakai telepon biasa. Aneh.",2,5.21.1,2025-07-25 20:47:40,"Hai Kak @H, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-07-25 21:44:19
andhika rahardyanto,4,bagus,0,5.24.2,2025-07-25 20:35:39,,
saut p panjaitan,5,mantap.,1,5.25.1,2025-07-25 19:59:36,,
